"","gender","age","country","country_en","country_mi","ethniceng","ethnicmri","ethnicwsm","ethniccok","ethnicton","ethnicniu","ethnicchn","ethnicind","ethnicother","ethnicother_en","ethnicother_mi","languages","handed","height","rightfoot","armspan","wrist","neck","popliteal","indexfinger","ringfinger","hairlength","travel","timetravel","bagweightraw","bagweight","bagcarry","favlearning","favlearningmo","memory","reaction","sport","sport_en","techtv","techmp3","techinternet","techmobinternet","techfacebook","techtwitter","techbebo","techmyspace","techskype","techconsole","technone","cellmonths","onlinemusic","onlinevideo","onlinegame","onlinefriend","onlineschool","onlineother","onlinenone","bedtime","waketime","favtvshow","favtvshow_en","importwarm","importpollution","importrecycling","importwater","importlifestyle","importenergy","importgovern","importcomputer","region","year"
"1841","female","11","newzealand","NZL","NZL","no","yes","no","no","yes","no","no","no","Irish, French, Welsh","","NA","1","right","147","20","130","12","NA","NA","NA","NA","50","bus","30","4000","4000","two","science","english","38","NA","Water sports (swimming, diving, surfing, canoeing, kayaking)","Water sports (swimming, diving, surfing, canoeing, kayaking)","yes","yes","yes","yes","no","no","yes","no","yes","yes","no","1","no","no","yes","no","yes","no","no","10:15:00","6:30:00","Victorious","Victorious","100","100","100","100","90","100","100","100",3,7
"9330","male","11","newzealand","NZL","NZL","yes","no","yes","no","no","no","no","no","","","","1","right","145","24","154","17","31","NA","60","70","200","motor","15","NA","NA","one","technology","health","44","0.593","Skateboarding","Skateboarding","yes","yes","yes","no","no","no","no","no","no","yes","no","24","no","no","yes","no","no","no","no","9:15:00","7:15:00","Simpsons","The Simpsons","-35","100","100","-89","-27","-53","-26","16",3,7
"11685","female","12","Sweden","SWE","SWE","no","no","no","no","no","no","no","no","Swedish","","NA","3","right","164","24","159","15","35","47","85","85","235","walk","7","1000","1000","two","arts","science","42","1.431","Martial arts (karate, judo, taekwondo)","Martial arts (karate, judo, taekwondo)","no","yes","yes","no","yes","no","no","no","yes","yes","no","3","no","yes","yes","yes","yes","yes","no","10:00:00","7:15:00","Glee","Glee","71","68","70","61","98","32","100","47",4,8
"6133","female","11","southafrica","ZAF","ZAF","no","no","no","no","no","no","no","no","south african","South African","","2","left","159","24","153","16","31","40","80","75","370","motor","20","3000","3000","two","arts","arts","57","0.484","Netball","Netball","no","yes","yes","no","yes","no","no","no","yes","yes","no","NA","no","no","yes","yes","yes","no","no","8:45:00","7:15:00","Star wars the clone wars","Star Wars: The Clone Wars","98","82","83","92","98","87","100","NA",10,7
"3500","female","12","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","141","21","143","15","NA","NA","70","55","280","motor","2","3000","3000","one","arts","english","55","0.437","Dancing","Dancing","no","yes","yes","no","no","no","no","no","no","yes","no","8","no","no","yes","no","no","no","no","9:00:00","7:00:00","The big bang theory","The Big Bang Theory","-61","-100","-15","-59","55","-30","30","5",13,8
"7347","female","14","USA","USA","USA","no","no","no","no","no","no","no","no","Korean","Korean","K?rea","2","right","160","23","166","16","31","42","80","70","320","motor","10","5000","5000","two","english","mathstats","24","0.395","Racket sports (tennis, squash, badminton)","Racket sports (tennis, squash, badminton)","no","yes","yes","yes","yes","no","no","no","yes","yes","no","15","yes","yes","no","yes","yes","no","no","12:00:00","7:30:00","Glee","Glee","75","75","75","84","76","89","100","-81",3,10
"17797","female","13","england","GBR","GBR","yes","no","no","no","no","no","no","no","","","","1","right","166","24","166","NA","33","42","80","80","130","walk","7","5000","5000","one","english","NA","NA","0.49","Water sports (swimming, diving, surfing, canoeing, kayaking)","Water sports (swimming, diving, surfing, canoeing, kayaking)","no","yes","yes","yes","yes","no","no","no","no","yes","no","16","yes","yes","no","no","yes","no","no","9:45:00","5:45:00","","None","92","93","92","-13","100","60","100","58",3,9
"6056","female","14","newzealand","NZL","NZL","yes","yes","no","no","no","no","no","no","Moroccan, Irish, Scottish, German, English","","NA","3","right","174","26","177","18","37","44","NA","NA","150","motor","25","5500","5500","two","arts","arts","36","0.765","Water sports (swimming, diving, surfing, canoeing, kayaking)","Water sports (swimming, diving, surfing, canoeing, kayaking)","yes","yes","yes","yes","yes","yes","no","no","yes","yes","no","3","yes","yes","yes","yes","yes","no","no","8:30:00","7:00:00","Doctor who","Dr Who","NA","72","72","46","74","43","27","-54",3,10
"22288","female","15","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","165","24","169","16","31","45","75","80","51","bus","15","2","NA","two","arts","english","54","3.157","Horse riding","Horse riding","no","yes","yes","yes","yes","no","no","no","yes","yes","no","13","yes","yes","yes","yes","no","no","no","11:00:00","7:00:00","Friends","Friends","-6","-31","57","-78","12","-67","31","53",3,11
"24816","female","14","India","IND","IND","no","no","no","no","no","no","no","yes","","","","1","right","178","25","178","18","30","44","90","80","440","motor","5","3000","3000","one","health","mathstats","41","1.077","Water sports (swimming, diving, surfing, canoeing, kayaking)","Water sports (swimming, diving, surfing, canoeing, kayaking)","no","yes","yes","yes","yes","yes","no","no","yes","yes","no","6","yes","yes","no","no","yes","no","no","9:15:00","7:15:00","Glee","Glee","100","100","100","100","100","65","53","-75",3,9
"11391","female","9","newzealand","NZL","NZL","no","yes","no","no","no","no","no","no","","","","2","right","143","23","139","15","30","41","60","70","580","motor","10","2200","2200","diagonal","arts","arts","46","0.437","Soccer","Soccer","no","no","yes","no","no","no","no","no","no","yes","no","NA","no","yes","yes","no","yes","no","no","8:45:00","6:00:00","Spongebob","SpongeBob SquarePants","-3","100","92","97","15","14","-7","-86",2,5
"14197","male","12","newzealand","NZL","NZL","no","no","no","no","no","no","yes","no","","","","2","ambi","150","25","150","NA","NA","NA","55","54","40","motor","5","500","500","one","health","mathstats","34","0.453","Racket sports (tennis, squash, badminton)","Racket sports (tennis, squash, badminton)","no","yes","yes","no","yes","no","no","no","yes","yes","no","24","yes","yes","yes","yes","yes","no","no","22:00:00","7:00:00","No ordinary family","No Ordinary Family","43","35","21","-35","18","-30","-3","81",3,8
"18232","male","12","South Korea","KOR","KOR","no","no","no","no","no","no","no","no","Korean","Korean","K?rea","2","right","156","23","160","16","33","40","NA","NA","8","walk","10","NA","NA","two","health","health","41","0.462","Soccer","Soccer","no","yes","yes","no","yes","no","no","no","no","yes","no","9","yes","no","no","yes","yes","no","no","10:30:00","7:00:00","Korean tv show","Korean TV shows","1","2","-11","68","55","33","-5","17",3,8
"15064","male","13","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","NA","right","161","24","161","16","37","NA","90","96","28","bike","16","5000","5000","two","english","english","57","0.414","Rugby","Rugby","no","yes","yes","yes","yes","no","no","no","no","yes","no","6","yes","yes","no","yes","yes","no","no","10:45:00","7:00:00","Modern family","Modern Family","-67","-44","-34","4","40","6","23","97",4,9
"17836","male","11","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","150","23","153","15","29","40","80","80","6","other","10","3500","3500","two","science","english","53","0.483","Water sports (swimming, diving, surfing, canoeing, kayaking)","Water sports (swimming, diving, surfing, canoeing, kayaking)","yes","yes","yes","no","no","no","no","no","yes","yes","no","18","no","yes","no","no","no","no","no","11:00:00","7:45:00","Nitro circus","Nitro Circus","-75","-75","-73","-74","-40","-71","NA","20",9,7
"14068","male","14","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","2","ambi","170","26","168","17","35","45","NA","NA","10","walk","10","5000","5000","one","social","arts","54","0.422","Martial arts (karate, judo, taekwondo)","Martial arts (karate, judo, taekwondo)","no","yes","yes","yes","yes","no","no","no","yes","no","no","5","yes","yes","yes","yes","yes","no","no","9:30:00","7:30:00","Family guy","Family Guy","-30","-30","-23","-38","49","0","30","-14",3,9
"17686","male","13","australia","AUS","AUS","yes","no","no","no","no","no","no","no","DUTCH","Dutch","","1","right","162","26","162","15","34","44","90","70","70","bus","20","5000","5000","one","health","science","49","0.453","Soccer","Soccer","no","yes","yes","no","yes","no","no","no","no","yes","no","24","yes","yes","yes","yes","no","no","no","11:00:00","7:30:00","Southpark","South Park","-1","0","0","-1","97","-3","-23","100",3,9
"4917","female","11","","NA","NA","yes","yes","no","no","no","no","no","no","","","","1","ambi","150","24","150","16","34","35","60","60","360","NA","7","1400","1400","two","technology","english","42","0.432","Dancing","Dancing","yes","yes","no","yes","yes","no","yes","no","no","no","no","10","no","no","yes","yes","no","no","no","9:30:00","7:30:00","Go girls","Go Girls","0","100","-28","35","100","-40","100","100",3,7
"22428","female","11","newzealand","NZL","NZL","no","no","no","no","no","no","no","yes","","","","2","right","NA","11","NA","7","NA","NA","NA","NA","23","motor","5","1800","1800","two","science","mathstats","42","3.369","Water sports (swimming, diving, surfing, canoeing, kayaking)","Water sports (swimming, diving, surfing, canoeing, kayaking)","yes","yes","yes","yes","yes","no","no","no","yes","yes","no","1","yes","yes","yes","yes","yes","no","no","8:00:00","6:00:00","H02 just add water","H2O: Just Add Water","100","92","88","98","100","100","81","100",3,7
"7945","female","14","australia","AUS","AUS","yes","no","no","no","no","no","no","no","","","","1","right","161","26","157","17","37","45","80","80","340","bus","60","5500","5500","one","arts","english","45","0.437","Water sports (swimming, diving, surfing, canoeing, kayaking)","Water sports (swimming, diving, surfing, canoeing, kayaking)","no","yes","yes","no","no","no","no","no","yes","no","no","17","yes","yes","yes","yes","yes","no","no","10:30:00","6:15:00","Crimminal minds","Criminal Minds","44","29","51","15","74","-5","-60","47",10,10
"4921","male","12","newzealand","NZL","NZL","no","no","no","no","no","no","yes","no","","","","3","right","164","24","173","17","32","44","80","90","40","motor","8","3000","3000","","mathstats","social","34","0.453","Racket sports (tennis, squash, badminton)","Racket sports (tennis, squash, badminton)","no","no","yes","no","yes","yes","yes","no","yes","no","no","NA","yes","no","yes","yes","no","no","no","9:00:00","7:30:00","The simpsons","The Simpsons","100","100","100","100","100","100","100","100",3,8
"8788","female","11","newzealand","NZL","NZL","no","no","no","no","no","no","no","no","Pakistani","","NA","2","right","145","21","150","15","26","41","65","69","340","motor","10","7000","7000","two","arts","science","67","0.437","Dancing","Dancing","no","yes","yes","no","no","no","no","no","yes","yes","no","NA","yes","no","yes","yes","no","no","no","10:15:00","7:15:00","Wizards of waverly place","Wizards of Waverly Place","40","42","12","-16","26","-20","-66","-2",3,7
"580","female","11","Malaysia","MYS","MYS","no","no","no","no","no","no","no","no","Malaysia","","NA","1","right","149","24","157","15","31","40","80","90","350","motor","10","3500","3500","two","health","mathstats","73","0.403","Winter sports (skiing, snowboarding, ice skating)","Winter sports (skiing, snowboarding, ice skating)","no","no","yes","no","yes","yes","no","no","no","yes","no","NA","no","yes","yes","yes","no","no","yes","10:00:00","7:15:00","American idol","American Idol","6","16","1","12","100","33","-6","100",3,6
"20908","male","12","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","155","25","150","14","29","NA","79","73","156","walk","40","2000","2000","two","health","social","42","0.343","Soccer","Soccer","no","yes","yes","no","no","no","no","yes","no","yes","no","8","no","no","yes","yes","yes","no","no","8:30:00","7:15:00","The big bang","NA","-60","100","100","4","100","65","-13","-41",10,8
"269","male","14","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","175","27","170","17","34","45","NA","NA","8","walk","30","8500","8500","two","technology","technology","44","0.328","Rugby","Rugby","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","6","yes","yes","yes","yes","yes","no","no","10:30:00","7:30:00","Afv","America's Funniest Home Videos","-1","38","25","42","8","46","75","-47",16,11
"2639","male","15","newzealand","NZL","NZL","no","yes","no","no","no","no","no","no","","","","2","right","182","35","191","15","35","NA","NA","NA","7","motor","5","1000","1000","two","health","health","43","0.296","Rugby","Rugby","no","no","no","no","yes","no","no","no","no","no","no","13","no","no","yes","no","no","no","no","8:00:00","8:00:00","Go girls","Go Girls","100","-25","-37","-7","40","42","53","59",4,11
"24584","female","14","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","157","23","152","16","33","40","74","70","595","walk","31","3400","3400","two","social","science","37","0.375","Ball sports using sticks (cricket, baseball, hockey, lacrosse, jai lai)","Ball sports using sticks (cricket, baseball, hockey, lacrosse, jai lai)","no","yes","yes","no","yes","no","no","no","yes","yes","no","19","no","no","no","yes","yes","no","no","9:00:00","6:00:00","River monsters","River Monsters","-100","NA","-29","-53","-18","-79","-8","-71",14,10
"22643","male","14","southafrica","ZAF","ZAF","no","no","no","no","no","no","no","no","south african","South African","","1","right","167","26","162","18","36","46","86","85","13","bus","35","6000","6000","two","technology","mathstats","35","0.452","Rugby","Rugby","yes","yes","yes","no","no","no","yes","no","yes","yes","no","17","no","no","yes","yes","yes","no","no","9:30:00","6:45:00","Extreme makeover home edition","NA","-40","-24","-43","-20","72","-38","-2","90",4,10
